kategori,baslik,link,icerik,temiz_icerik
teknoloji,Milyonlarca kullanıcı erişim sorunu yaşıyor:  X’e erişilemiyor,https://www.haberturk.com/twitter-coktu-mu-x-twitter-neden-acilmiyor-duzeldi-mi-24-mayis-twitter-ne-zaman-acilacak-3793715-teknoloji,"Sosyal medya platformu X’te (eski adıyla Twitter) yavaşlama ve erişim sorunu yaşanıyor. Çok sayıda kullanıcı, X’e giriş yapamadıklarını ve akışın yenilenmediğini belirterek erişim sorununu gündeme taşıdı. Downdetector verilerine göre kullanıcıların çoğu 15:00’ten itibaren X’e erişemediklerini bildirdi. X (Twitter) son 24 saat içinde rapor ettiği kesintiler: X' DE ERİŞİM SORUNU GİDERİLDİ Mİ? Erişim sorununun neden kaynaklandığı bilinmese de 17:00 itibariyle düzeldi.",sosyal medya platformu xte eski adıyla twitter yavaşlama erişim sorunu yaşanıyor sayıda kullanıcı xe giriş yapamadıklarını akışın yenilenmediğini belirterek erişim sorununu gündeme taşıdı downdetector verilerine göre kullanıcıların çoğu ten itibaren xe erişemediklerini bildirdi x twitter son saat içinde rapor ettiği kesintiler x erişim sorunu giderildi mi erişim sorununun kaynaklandığı bilinmese itibariyle düzeldi
teknoloji,Google Meet'e gerçek zamanlı sesli çeviri özelliği geldi,https://www.haberturk.com/google-meet-e-gercek-zamanli-sesli-ceviri-ozelligi-geldi-3793260-teknoloji,"Google I/O 2025 etkinliğinde yapay zeka ve yazılım odağındaki yeniliklerini paylaşan Google, günümüzün en popüler videolu görüşme araçları arasında yer alan Google Meet'e önemli bir özellik getirdiğini de duyurdu. Geçtiğimiz Ağustos ayında Google Meet'e yapay zeka destekli otomatik not alma özelliği eklenmişti. Bu kez ise çeviri konusunda önemli bir adım atan şirket, Google Meet'e gerçek zamanlı sesli çeviri özelliği getirdiğini paylaştı. Söz konusu özellik sayesinde Google Meet üzerinden gerçekleştirdiğiniz bir görüntülü görüşmede söyledikleriniz gerçek zamanlı olarak karşı tarafa kendi dilinde aktarılacak. Çeviri sonrasında ses, ton ve vurguların tamamen korunduğunu da ekleyelim. Gerçek zamanlı çeviri oldukça düşük bir gecikme ile gerçekleşiyor. Google tarafından paylaşılan bilgilere göre gecikmenin düşük olması birden fazla kişinin herhangi bir problem yaşamadan bu özelliği kullanabilmesine olanak tanıyor. Gerçek zamanlı çeviri özelliğinin kullanıldığı senaryolarda karşınızdaki kişi konuştuğunda, onun orijinal sesi üzerine çevrilmiş konuşma ekleniyor. Bu özelliğin temel amacı ise dil bariyerini tamamen ortadan kaldırmak.",google io etkinliğinde yapay zeka yazılım odağındaki yeniliklerini paylaşan google günümüzün popüler videolu görüşme araçları arasında yer alan google meete önemli bir özellik getirdiğini duyurdu geçtiğimiz ağustos ayında google meete yapay zeka destekli otomatik alma özelliği eklenmişti çeviri konusunda önemli bir adım atan şirket google meete gerçek zamanlı sesli çeviri özelliği getirdiğini paylaştı söz konusu özellik sayesinde google meet üzerinden gerçekleştirdiğiniz bir görüntülü görüşmede söyledikleriniz gerçek zamanlı olarak karşı tarafa kendi dilinde aktarılacak çeviri sonrasında ses ton vurguların tamamen korunduğunu ekleyelim gerçek zamanlı çeviri oldukça düşük bir gecikme gerçekleşiyor google tarafından paylaşılan bilgilere göre gecikmenin düşük olması birden fazla kişinin herhangi bir problem yaşamadan özelliği kullanabilmesine olanak tanıyor gerçek zamanlı çeviri özelliğinin kullanıldığı senaryolarda karşınızdaki kişi konuştuğunda onun orijinal sesi üzerine çevrilmiş konuşma ekleniyor özelliğin temel amacı dil bariyerini tamamen ortadan kaldırmak
teknoloji,Bakan Uraloğlu teknoloji devleriyle bir araya geldi,https://www.haberturk.com/bakan-uraloglu-teknoloji-devleriyle-bir-araya-geldi-3793176-teknoloji,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Çin temasları kapsamında Huawei ve ZTE yöneticileriyle bir araya geldi. Görüşmelerde Türkiye’nin 5G yol haritası, dijital altyapı çalışmaları, akıllı ulaşım sistemleri ve yerli üretim stratejileri üzerine kapsamlı değerlendirmeler yapıldı. Bakan Uraloğlu, “Hem Huawei hem ZTE ile dijital altyapı, teknoloji ve 5G konularında iş birliği potansiyelimizi değerlendirdik.” ifadelerini kullandı. Bakan Uraloğlu, Huawei Başkan Yardımcısı Bill Tang, Türkiye Genel Müdürü Kaya Shi ve beraberindeki heyet ile gerçekleştirdiği görüşmede, 5G teknolojileri ile akıllı ulaşım sistemlerinin entegrasyonunu ele aldı. Ziyaret kapsamında yapay zekâ destekli otonom sürüş teknolojilerini inceleyen, Bakan Uraloğlu “5G'yi devreye aldığımızda başta otonom sürüş olmak üzere ileri teknolojilerin günlük yaşamımıza entegrasyonunu hızlandıracağız.” açıklamasında bulundu. Bakan Uraloğlu, Çin ziyareti kapsamında ZTE yetkilileriyle de bir araya geldi. ZTE Yönetim Kurulu Başkanı Fang Rong ile gerçekleştirilen görüşme kapsamında Türkiye’nin 5G altyapı çalışmaları, yerli üretim kapasitesinin geliştirilmesi ve teknoloji iş birliklerinin artırılması konuları ele alındı.",ulaştırma altyapı bakanı abdulkadir uraloğlu çin temasları kapsamında huawei zte yöneticileriyle bir araya geldi görüşmelerde türkiyenin g yol haritası dijital altyapı çalışmaları akıllı ulaşım sistemleri yerli üretim stratejileri üzerine kapsamlı değerlendirmeler yapıldı bakan uraloğlu huawei zte dijital altyapı teknoloji g konularında iş birliği potansiyelimizi değerlendirdik ifadelerini kullandı bakan uraloğlu huawei başkan yardımcısı bill tang türkiye genel müdürü kaya shi beraberindeki heyet gerçekleştirdiği görüşmede g teknolojileri akıllı ulaşım sistemlerinin entegrasyonunu ele aldı ziyaret kapsamında yapay zekâ destekli otonom sürüş teknolojilerini inceleyen bakan uraloğlu gyi devreye aldığımızda başta otonom sürüş olmak üzere ileri teknolojilerin günlük yaşamımıza entegrasyonunu hızlandıracağız açıklamasında bulundu bakan uraloğlu çin ziyareti kapsamında zte yetkilileriyle bir araya geldi zte yönetim kurulu başkanı fang rong gerçekleştirilen görüşme kapsamında türkiyenin g altyapı çalışmaları yerli üretim kapasitesinin geliştirilmesi teknoloji iş birliklerinin artırılması konuları ele alındı
teknoloji,TEKNOFEST ’e Eventex 2025’ten 4 Uluslararası Ödül,https://www.haberturk.com/teknofest-e-eventex-2025ten-4-uluslararasi-odul-3793103-teknoloji,"Dünya genelinde etkinlik ve deneyim tasarımı alanında prestijli ödül ve networking platformlarından biri olan Eventex Awards’ın bu yılki organizasyonunda, T3 Vakfı tarafından düzenlenen Dünyanın en büyük Havacılık, Uzay ve Teknoloji Festivali TEKNOFEST, dört farklı kategoride ödüle layık görüldü. Teknoloji Etkinliği kategorisinde Altın, Açık Alan Etkinliği ve Public Event kategorilerinde Gümüş, Festival kategorisinde ise Bronz ödül kazanan TEKNOFEST, uluslararası alandaki etkisini bir kez daha ortaya koydu. Öte yandan, 2009 yılından bu yana etkinlik dünyasının en iyilerini ödüllendiren uluslararası Eventex Awards’ta TEKNOFEST; FIFA ve Harley Davidson gibi küresel ölçekte tanınan organizasyonların da yarıştığı Açık Alan Etkinliği ve Public Event kategorilerinde Gümüş ödül alarak önemli bir başarıya imza attı. Genç nesillere ilham veren vizyonu ve küresel etkisiyle TEKNOFEST, Milli Teknoloji Hamlesi’nin taşıyıcısı olarak yenilikçi projeleri hayata geçirmeye, teknolojiye gönül veren milyonlarca gence yol göstermeye ve ülkemizin adını uluslararası arenada gururla temsil etmeye kararlılıkla devam ediyor.",dünya genelinde etkinlik deneyim tasarımı alanında prestijli ödül networking platformlarından olan eventex awardsın yılki organizasyonunda vakfı tarafından düzenlenen dünyanın büyük havacılık uzay teknoloji festivali teknofest dört farklı kategoride ödüle layık görüldü teknoloji etkinliği kategorisinde altın açık alan etkinliği public event kategorilerinde gümüş festival kategorisinde bronz ödül kazanan teknofest uluslararası alandaki etkisini bir ortaya koydu öte yandan yılından yana etkinlik dünyasının iyilerini ödüllendiren uluslararası eventex awardsta teknofest fifa harley davidson küresel ölçekte tanınan organizasyonların yarıştığı açık alan etkinliği public event kategorilerinde gümüş ödül alarak önemli bir başarıya imza attı genç nesillere ilham veren vizyonu küresel etkisiyle teknofest milli teknoloji hamlesinin taşıyıcısı olarak yenilikçi projeleri hayata geçirmeye teknolojiye gönül veren milyonlarca gence yol göstermeye ülkemizin adını uluslararası arenada gururla temsil etmeye kararlılıkla devam ediyor
teknoloji,"OpenAI, Apple'ın eski tasarımcısının girişimini satın alacak",https://www.haberturk.com/openai-apple-in-eski-tasarimcisinin-girisimini-satin-alacak-3792976-teknoloji,"OpenAI Üst Yöneticisi Sam Altman ve Jony Ive tarafından yapılan açıklamada, bilgisayarların artık görebilen, düşünebilen ve anlayabilen sistemlere dönüştüğü, buna rağmen deneyimlerin hala geleneksel ürünler ve ara yüzlerle şekillendiği aktarıldı. Açıklamada, Ive ve kurduğu LoveFrom kolektifinin, iki yıl önce Altman ve OpenAI ekibiyle işbirliği yapmaya başladığı belirtilerek, ilk fikirlerin zamanla somut tasarımlara dönüştüğü kaydedildi. Yeni bir ürün ailesi geliştirme, mühendisliğini yapma ve üretme niyetinin yeni bir şirkete olan ihtiyacı ortaya çıkardığı vurgulanan açıklamada, bu amaçla io'nun kurulduğu hatırlatıldı. Açıklamada, OpenAI ile birleşecek io'nun, artık şirketin araştırma ve mühendislik ekipleriyle birlikte çalışacağı ifade edildi. ABD basınında yer alan haberlerde, OpenAI'ın, io'yu yaklaşık 6,5 milyar dolar değerindeki anlaşmayla satın alacağı dile getirildi. *Haberin görselleri AA tarafından servis edilmiştir.",openai üst yöneticisi sam altman jony ive tarafından yapılan açıklamada bilgisayarların artık görebilen düşünebilen anlayabilen sistemlere dönüştüğü buna rağmen deneyimlerin hala geleneksel ürünler ara yüzlerle şekillendiği aktarıldı açıklamada ive kurduğu lovefrom kolektifinin iki yıl önce altman openai ekibiyle işbirliği yapmaya başladığı belirtilerek ilk fikirlerin zamanla somut tasarımlara dönüştüğü kaydedildi yeni bir ürün ailesi geliştirme mühendisliğini yapma üretme niyetinin yeni bir şirkete olan ihtiyacı ortaya çıkardığı vurgulanan açıklamada amaçla ionun kurulduğu hatırlatıldı açıklamada openai birleşecek ionun artık şirketin araştırma mühendislik ekipleriyle birlikte çalışacağı ifade edildi abd basınında yer alan haberlerde openaiın ioyu yaklaşık milyar dolar değerindeki anlaşmayla satın alacağı dile getirildi haberin görselleri aa tarafından servis edilmiştir
teknoloji,Rusya'da Apple'a LGBT propagandası gerekçesiyle para cezası,https://www.haberturk.com/rusya-dan-apple-a-lgbt-cezasi-3792356-teknoloji,"Apple aleyhine açılan dava, başkent Moskova'da görüldü. Apple'ın LGBT propagandası yaptığına karar veren mahkeme, Apple'ın 7,5 milyon ruble para cezası ödemesine hükmetti. Rusya'da, LGBT hareketi geçen yıl terörist ve aşırılıkçılar listesine dahil edilmişti.",apple aleyhine açılan dava başkent moskovada görüldü appleın lgbt propagandası yaptığına karar veren mahkeme appleın milyon ruble para cezası ödemesine hükmetti rusyada lgbt hareketi geçen yıl terörist aşırılıkçılar listesine dahil edilmişti
teknoloji,"CEO Hulusi Acar, ""Büyük resimde Türkiye’de kalıcı olmakla ve geleceğe yatırım yapmakla ilgileniyoruz""",https://www.haberturk.com/turkiye-ye-yatirim-suruyor-3791329-teknoloji,".:MediaMarkt Türkiye, “Deneyim Şampiyonluğu” vizyonuyla perakende sektöründe dönüşüme öncülük ederken, Türkiye ekonomisine katkısını artırıyor. 2024 yılında 102 mağaza, 4.000 çalışan ve 8 milyon MediaMarkt Club üyesiyle sektör liderliğini sürdüren şirket, Avrupa’da Almanya’nın ardından en yüksek satış performansına sahip ikinci pazar konumuna yükseldi. MediaMarkt Türkiye CEO’su Hulusi Acar, 2025’te omnichannel deneyimi güçlendireceklerini ve Türkiye’ye yatırımlarını sürdüreceklerini belirtti. MediaMarktSaturn’ün 2024’te 22,4 milyar Euro. MediaMarkt Türkiye, bu başarıda önemli bir pay sahibi. Acar, Türkiye’nin Avrupa’daki 11 ülkeden 9’unu geride bırakarak Almanya’dan sonra ikinci büyük pazar olduğunu vurguladı. Çalışan bağlılığında da Avrupa birincisi olan MediaMarkt Türkiye, kazandığını ülkeye yatırım olarak döndürmeye devam ediyor. MediaMarkt Türkiye, ülkeye yatırımlarını hız kesmeden sürdürüyor. CEO Hulusi Acar, her bir mağazanın yaklaşık 1 milyon Euro’luk yatırım gerektirdiğini belirterek, “Büyük resimde Türkiye’de kalıcı olmakla ve geleceğe yatırım yapmakla ilgileniyoruz” dedi. Acar, 5-6 yeni mağaza açılışının yaklaşık 300 kişiye istihdam sağladığını, bu sayıya kargo ve güvenlik personellerinin de dahil olduğunu ifade etti.",mediamarkt türkiye deneyim şampiyonluğu vizyonuyla perakende sektöründe dönüşüme öncülük ederken türkiye ekonomisine katkısını artırıyor yılında mağaza çalışan milyon mediamarkt club üyesiyle sektör liderliğini sürdüren şirket avrupada almanyanın ardından yüksek satış performansına sahip ikinci pazar konumuna yükseldi mediamarkt türkiye ceosu hulusi acar te omnichannel deneyimi güçlendireceklerini türkiyeye yatırımlarını sürdüreceklerini belirtti mediamarktsaturnün te milyar euro mediamarkt türkiye başarıda önemli bir pay sahibi acar türkiyenin avrupadaki ülkeden unu geride bırakarak almanyadan sonra ikinci büyük pazar olduğunu vurguladı çalışan bağlılığında avrupa birincisi olan mediamarkt türkiye kazandığını ülkeye yatırım olarak döndürmeye devam ediyor mediamarkt türkiye ülkeye yatırımlarını hız kesmeden sürdürüyor ceo hulusi acar bir mağazanın yaklaşık milyon euroluk yatırım gerektirdiğini belirterek büyük resimde türkiyede kalıcı olmakla geleceğe yatırım yapmakla ilgileniyoruz dedi acar yeni mağaza açılışının yaklaşık kişiye istihdam sağladığını sayıya kargo güvenlik personellerinin dahil olduğunu ifade etti
teknoloji,Çin'den Ascend çiplerinin kullanımını ihracat kontrolü ihlali sayan ABD'ye tepki,https://www.haberturk.com/cin-den-ascend-ciplerinin-kullanimini-ihracat-kontrolu-ihlali-sayan-abd-ye-tepki-3791288-teknoloji,"Çin Ticaret Bakanlığı Sözcüsü Hı Yongçien, konuyla ilgili yaptığı açıklamada, ABD'nin bu kararının ihracat kontrollerini istismar ettiğini ve Çin'in çip ürünlerine temelsiz suçlamalarla yeni kısıtlamalar getirdiğini savundu. Kararın, Çin şirketlerinin meşru haklarına ve çıkarlarına ciddi zarar verdiğini ifade eden Sözcü Hı, bunun küresel yarı iletken tedarik zincirinin istikrarına büyük tehdit oluşturduğunu ve piyasa kuralları ile uluslararası ticaret düzenine zarar verdiğini vurguladı. Hı, ABD'nin kararının, iki ülke şirketleri arasında uzun dönemli karşılıklı faydaya dayalı sürdürülebilir işbirliğinin gelişimini olumsuz etkileyeceğini belirterek, Washington yönetimine yanlış uygulamayı derhal sonlandırma çağrısında bulundu. Çinli sözcü, ülke şirketlerinin meşru haklarını ve çıkarlarını korumak üzere kararlı tedbirler alacaklarını kaydetti. ABD Ticaret Bakanlığı Sanayi ve Güvenlik Bürosu (BIS), 13 Mayıs'ta yayınladığı yönergede, Çinli teknoloji şirketi Huawei'in Ascend çiplerinin dünyanın herhangi bir yerinde kullanımının ihracat kontrollerini ihlal edeceği uyarısında bulunmuştu.",çin ticaret bakanlığı sözcüsü hı yongçien konuyla ilgili yaptığı açıklamada abdnin kararının ihracat kontrollerini istismar ettiğini çinin çip ürünlerine temelsiz suçlamalarla yeni kısıtlamalar getirdiğini savundu kararın çin şirketlerinin meşru haklarına çıkarlarına ciddi zarar verdiğini ifade eden sözcü hı bunun küresel yarı iletken tedarik zincirinin istikrarına büyük tehdit oluşturduğunu piyasa kuralları uluslararası ticaret düzenine zarar verdiğini vurguladı hı abdnin kararının iki ülke şirketleri arasında uzun dönemli karşılıklı faydaya dayalı sürdürülebilir işbirliğinin gelişimini olumsuz etkileyeceğini belirterek washington yönetimine yanlış uygulamayı derhal sonlandırma çağrısında bulundu çinli sözcü ülke şirketlerinin meşru haklarını çıkarlarını korumak üzere kararlı tedbirler alacaklarını kaydetti abd ticaret bakanlığı sanayi güvenlik bürosu bis mayısta yayınladığı yönergede çinli teknoloji şirketi huaweiin ascend çiplerinin dünyanın herhangi bir yerinde kullanımının ihracat kontrollerini ihlal edeceği uyarısında bulunmuştu
teknoloji,İzmir'de yapay zeka zirvesi düzenlendi,https://www.haberturk.com/izmir-de-yapay-zeka-zirvesi-duzenlendi-3791254-teknoloji,"Ege Genç İş İnsanları Derneği (EGİAD) ile Ege Sanayicileri ve İş İnsanları Derneği (ESİAD) işbirliğiyle ""dönüştüren güç"" temasıyla organize edilen zirve, İzQ İnovasyon Merkezi'nde gerçekleştirildi. Etkinliğin açılışında konuşan İzmir Valisi Süleyman Elban, yapay zeka teknolojisinin insanlık tarihindeki eşik noktalardan biri olduğunu söyledi. Bu konuda karamsar düşünenlerden olmadığını anlatan Elban, bu teknolojiyi sadece satın alan, kullanan değil, üreten ve yön veren tarafta olunması gerektiğini, İzmir'in dijital teknolojiler ve yapay zeka konusunda öncü olabilecek potansiyele sahip olduğunu belirtti. Elban, kentin potansiyelini kullanmak üzere İzmir'deki tüm öğretmen ve öğrencileri dijital okuryazar yapmak üzere başladıkları çalışmanın sonuna geldiklerini anlatarak, şöyle konuştu: ""Bunlar içindeki bir kısım gençlerimiz bu teknolojiye yön verir diye bekliyoruz. Gençlerimizin daha üst eğitim almalarını sağlayarak bu alanda yer almalarını arzu ediyoruz. Bu zirveyle yapay zeka farkındalığını oluşturmak, artık eylem almak zorundayız. İzmir Türkiye'nin teknoloji konusunda lider şehri olabilir. Yeni bir serbest bölge, tamamen teknoloji firmalarının içinde olacağı serbest bölge çalışmasına başladık, hemen yanında birbirini destekleyerek büyük teknoparkla beraber inşa edilecek. Oyun merkezleriyle ilgili de bir çalışma yürütüyoruz. Bu şehirde bu ekosistemi oluşturup İzmir'in teknolojide lider olmasına gayret ediyoruz.""",ege genç iş insanları derneği egiad ege sanayicileri iş insanları derneği esiad işbirliğiyle dönüştüren güç temasıyla organize edilen zirve izq inovasyon merkezinde gerçekleştirildi etkinliğin açılışında konuşan izmir valisi süleyman elban yapay zeka teknolojisinin insanlık tarihindeki eşik noktalardan olduğunu söyledi konuda karamsar düşünenlerden olmadığını anlatan elban teknolojiyi sadece satın alan kullanan değil üreten yön veren tarafta olunması gerektiğini izmirin dijital teknolojiler yapay zeka konusunda öncü olabilecek potansiyele sahip olduğunu belirtti elban kentin potansiyelini kullanmak üzere izmirdeki öğretmen öğrencileri dijital okuryazar yapmak üzere başladıkları çalışmanın sonuna geldiklerini anlatarak şöyle konuştu bunlar içindeki bir kısım gençlerimiz teknolojiye yön verir bekliyoruz gençlerimizin üst eğitim almalarını sağlayarak alanda yer almalarını arzu ediyoruz zirveyle yapay zeka farkındalığını oluşturmak artık eylem almak zorundayız izmir türkiyenin teknoloji konusunda lider şehri olabilir yeni bir serbest bölge tamamen teknoloji firmalarının içinde olacağı serbest bölge çalışmasına başladık hemen yanında birbirini destekleyerek büyük teknoparkla beraber inşa edilecek oyun merkezleriyle ilgili bir çalışma yürütüyoruz şehirde ekosistemi oluşturup izmirin teknolojide lider olmasına gayret ediyoruz
teknoloji,FinAI Summit Türkiye ayağına Garanti BBVA ev sahipliği yaptı,https://www.haberturk.com/finai-summit-turkiye-ayagina-garanti-bbva-ev-sahipligi-yapti-3791015-teknoloji,"FinAI Summit, dünya genelinde yapay zekânın finans sektöründeki potansiyelini keşfetmek isteyen profesyonelleri bir araya getirdi. Dört gün süren etkinlikte, finansal kapsayıcılığı artıran, müşteri deneyimini geliştiren ve risk yönetimini optimize eden yenilikçi yapay zekâ çözümleri tartışıldı. Meksika’da risk yönetiminde yapay zekânın rolü, Kolombiya’da finansal piyasaların dönüşümü ve İspanya’da yapay zekânın etik gelişimi gibi konular öne çıktı. Farklı ülkelerden uzmanların katılımıyla gerçekleşen oturumlar, küresel finans sektörünün ortak sorunlarına yenilikçi çözümler sundu. Etkinliğin üçüncü gününde Garanti BBVA Genel Müdürlük binasında düzenlenen Türkiye ayağı, yapay zekâyı teknik, etik ve toplumsal boyutlarıyla masaya yatırdı. Teknoloji iletişimi alanında tanınmış isim Dr. Sertaç Doğanay, “Yapay Zekâ ve Madalyonun Diğer Yüzü: Sorumlu Yapay Zekâ” başlıklı konuşmasıyla katılımcılara ilham verdi. Doğanay’ın moderasyonunda gerçekleşen panelde, Prof. Dr. Sadi Evren Şeker, Ayşen Büyükakın, Uğur Boncuklu ve Sinan Bayraktar, yapay zekânın karar alma süreçlerindeki rolünü, etik çerçevelerini ve sorumlu kullanımını değerlendirdi. Panel, yapay zekânın değer temelli bir yaklaşım gerektirdiğini vurguladı.",finai summit dünya genelinde yapay zekânın finans sektöründeki potansiyelini keşfetmek isteyen profesyonelleri bir araya getirdi dört gün süren etkinlikte finansal kapsayıcılığı artıran müşteri deneyimini geliştiren risk yönetimini optimize eden yenilikçi yapay zekâ çözümleri tartışıldı meksikada risk yönetiminde yapay zekânın rolü kolombiyada finansal piyasaların dönüşümü ispanyada yapay zekânın etik gelişimi konular öne çıktı farklı ülkelerden uzmanların katılımıyla gerçekleşen oturumlar küresel finans sektörünün ortak sorunlarına yenilikçi çözümler sundu etkinliğin üçüncü gününde garanti bbva genel müdürlük binasında düzenlenen türkiye ayağı yapay zekâyı teknik etik toplumsal boyutlarıyla masaya yatırdı teknoloji iletişimi alanında tanınmış isim dr sertaç doğanay yapay zekâ madalyonun diğer yüzü sorumlu yapay zekâ başlıklı konuşmasıyla katılımcılara ilham verdi doğanayın moderasyonunda gerçekleşen panelde prof dr sadi evren şeker ayşen büyükakın uğur boncuklu sinan bayraktar yapay zekânın karar alma süreçlerindeki rolünü etik çerçevelerini sorumlu kullanımını değerlendirdi panel yapay zekânın değer temelli bir yaklaşım gerektirdiğini vurguladı
teknoloji,TUSAŞ'tan HÜRJET için İspanya'da tarihi anlaşma,https://www.haberturk.com/tusas-tan-hurjet-icin-ispanya-da-tarihi-anlasma-3791005-teknoloji,"TUSAŞ, Airbus ve İspanya Savunma Bakanlığı arasında yapılan mutabakat anlaşmasının imza törenine Savunma Bakan Yardımcıları Musa Heybet ve Şuay Alpay, Türkiye'nin Madrid Büyükelçisi Nüket Küçükel Ezberci, TUSAŞ Genel Müdürü Mehmet Demiroğlu, İspanya Savunma Sanayii Stratejisi ve İnovasyon Genel Müdürü, Hava ve Uzay Kuvvetleri Korgeneral Miguel Ivorra, AIRBUS Askeri Uçak Bölümü Direktörü Jean-Brice Dumont ve Hava ve Uzay Kuvvetleri Komutanı Korgeneral Francisco Braco Carbo'nın da aralarında olduğu üst düzey katılım oldu. Madrid'de düzenlenen ve Türkiye'nin 32 firma ile İspanya'nın ardından en yüksek katılım sağladığı Uluslararası Savunma ve Güvenlik Fuarı (FEINDEF) alanında yapılan imza töreni sonrasında AA muhabirine konuşan Milli Savunma Bakan Yardımcısı Alpay, ""Bugünü çok önemli bir gün olarak değerlendiriyorum. Bugün Türkiye, savunma havacılığında gücünü bir kez daha bütün dünyaya göstermiştir"" şeklinde konuştu. ""Sloganların, beklentilerin yerine HÜRJET gibi çok kıymetli bir ürün üzerinden somut adım atılmış oldu"" diyen Alpay, ""Bugün burada bir mutabakat anlaşması imzalandı ve tüm dünya buna şahit oldu. Bu, bir başlangıç. Özen ve hassasiyeti koruyarak yola devam etmek zorundayız"" diye konuştu.",tusaş airbus ispanya savunma bakanlığı arasında yapılan mutabakat anlaşmasının imza törenine savunma bakan yardımcıları musa heybet şuay alpay türkiyenin madrid büyükelçisi nüket küçükel ezberci tusaş genel müdürü mehmet demiroğlu ispanya savunma sanayii stratejisi inovasyon genel müdürü hava uzay kuvvetleri korgeneral miguel ivorra airbus askeri uçak bölümü direktörü jeanbrice dumont hava uzay kuvvetleri komutanı korgeneral francisco braco carbonın aralarında olduğu üst düzey katılım oldu madridde düzenlenen türkiyenin firma ispanyanın ardından yüksek katılım sağladığı uluslararası savunma güvenlik fuarı feindef alanında yapılan imza töreni sonrasında aa muhabirine konuşan milli savunma bakan yardımcısı alpay bugünü önemli bir gün olarak değerlendiriyorum bugün türkiye savunma havacılığında gücünü bir bütün dünyaya göstermiştir şeklinde konuştu sloganların beklentilerin yerine hürjet kıymetli bir ürün üzerinden somut adım atılmış oldu diyen alpay bugün burada bir mutabakat anlaşması imzalandı dünya buna şahit oldu bir başlangıç özen hassasiyeti koruyarak yola devam etmek zorundayız konuştu
teknoloji,Yandex ve Vodafone'dan dijital dönüşüm iş birliği,https://www.haberturk.com/yandex-ve-vodafone-dan-dijital-donusum-is-birligi-3790921-teknoloji,"Yandex ve Vodafone arasında gerçekleştirilen iş birliğinin ilk meyvesi olarak, Yandex’in yapay zeka destekli arama motoru Yazeka üzerinden kullanıcılara hızlı ve kolay bilgi erişimi sağlanacak. Ayrıca, ücretsiz data paketleri ve ödüllerle desteklenen proje, dijital erişimi yaygınlaştırmayı hedefliyor. Yandex Türkiye Genel Müdürü Alexander Popovskiy, “Vodafone ile gerçekleştirdiğimiz bu iş birliği, Türkiye’de dijitalleşmeyi hızlandırma vizyonumuzun önemli bir adımı. Herkes için erişilebilir bir dijital gelecek inşa ediyoruz” şeklinde konuştu. Vodafone Türkiye İcra Kurulu Başkan Yardımcısı Meltem Bakiler Şahin ise, “Yandex ile ortaklığımız, yenilikçi ve sürdürülebilir dijital çözümlerle milyonların hayatını iyileştirme taahhüdümüzü pekiştiriyor. Türkiye’nin dijital yarınlarını birlikte şekillendiriyoruz” ifadelerini kullandı. Her iki şirket, Türkiye pazarına yönelik yatırımlarını artırarak yeni projelerle iş birliğini genişletmeyi planladığını açıkladı. Bu ortaklık, Türkiye’nin dijital dönüşüm yolculuğunda dönüm noktası olarak görülüyor.",yandex vodafone arasında gerçekleştirilen iş birliğinin ilk meyvesi olarak yandexin yapay zeka destekli arama motoru yazeka üzerinden kullanıcılara hızlı kolay bilgi erişimi sağlanacak ayrıca ücretsiz data paketleri ödüllerle desteklenen proje dijital erişimi yaygınlaştırmayı hedefliyor yandex türkiye genel müdürü alexander popovskiy vodafone gerçekleştirdiğimiz iş birliği türkiyede dijitalleşmeyi hızlandırma vizyonumuzun önemli bir adımı herkes erişilebilir bir dijital gelecek inşa ediyoruz şeklinde konuştu vodafone türkiye icra kurulu başkan yardımcısı meltem bakiler şahin yandex ortaklığımız yenilikçi sürdürülebilir dijital çözümlerle milyonların hayatını iyileştirme taahhüdümüzü pekiştiriyor türkiyenin dijital yarınlarını birlikte şekillendiriyoruz ifadelerini kullandı iki şirket türkiye pazarına yönelik yatırımlarını artırarak yeni projelerle iş birliğini genişletmeyi planladığını açıkladı ortaklık türkiyenin dijital dönüşüm yolculuğunda dönüm noktası olarak görülüyor
