kategori,baslik,link,icerik
saglik,Yenidoğan sarılığı riski yaz aylarında artıyor,https://www.haberturk.com/yenidogan-sariligi-riski-yaz-aylarinda-artiyor-3792396,"Öktem, yenidoğan sarılığı konusunda dikkat edilmesi gereken noktalara ilişkin bilgi verdi. Yenidoğan döneminde sarılığın erken tanısının hayati önem taşıdığını aktaran Öktem, özellikle yaz aylarında artan dehidratasyon (vücutta sıvı kaybı) riskine karşı aileleri uyardı. Öktem, yenidoğan sarılığının, vücutta bulunan alyuvarların içindeki hemoglobin proteininin parçalanması sonucu ortaya çıkan bilirubin maddesinin kanda yükselmesiyle oluştuğunu belirterek, ""Bu durumun özellikle ciltte ve gözlerde sararma şeklinde kendini gösteriyor. Yenidoğan sarılığı, ciltte sararma ve göz kürelerinde sarılık şeklinde başlar. Eğer zamanında müdahale edilmezse, özellikle beyin gibi organlarda birikerek fonksiyonel sorunlara yol açabilir"" ifadelerini kullandı. Sarılık şüphesi olan bebeklerde hızlı ve ağrısız teşhis için transkutan bilirubin cihazlarının kullanıldığını kaydeden Öktem, bu cihazların kan almadan cilt üzerinden ölçüm yaptığını aktardı. Öktem, ""Gelişen teknoloji sayesinde cilt üzerine dokundurulan transkutan cihazlarla, kandaki bilirubin seviyesini hızlı ve güvenilir bir şekilde ölçebiliyoruz. Ancak değerin yüksek çıkması durumunda serum bilirubin seviyesini kan testiyle doğruluyoruz"" bilgisini paylaştı."
saglik,Erkek kısırlığı toplum tarafından kabullenilmiyor,https://www.haberturk.com/erkek-kisirligi-toplum-tarafindan-kabullenilmiyor-haberler-3792387,"Sağlık Bakanlığı verilerine göre, Türkiye'de yaklaşık 2 milyon çift, çocuk sahibi olamıyor ya da çocuk sahibi olmada zorluk yaşıyor. Üroloji Uzmanı Doç. Dr. Akif Diri, korunmasız ve düzenli cinsel ilişkiye rağmen bir yıl boyunca gebelik oluşmamasının, kısırlık (infertilite) tanısı için yeterli kabul edildiğini belirterek, ""Bu durumun toplumda görülme oranın yüzde 10 ila 15 arasında değişiyor"" dedi. Doç. Dr. Diri, tıpkı kadınlarda olduğu gibi erkeklere ait kısırlık sebeplerinin olduğunu aktararak, sözlerini şöyle sürdürdü: ""Bu sebepler en az kadınlarınki kadar fazladır. Kısırlık kadın doğurganlığıyla eş tutulduğu için toplumumuzda erkeklere ait kısırlık sebepleri daha çok görmezden geliniyor, üstüne gitmekten çekiniliyor."" Erkeklerde kısırlığın sanıldığından daha yaygın olduğunu söyleyen Diri, ""Kısırlık, yalnızca kadınlara özgü bir durum değildir"" dedi ve ekledi: ""Erkek infertilitesi tek bir nedene bağlı gelişmez. Çoğu zaman birden fazla faktör etkilidir."""
saglik,Mantar enfeksiyonunda rutubete dikkat: Ciğerlere inebilir,https://www.haberturk.com/mantar-enfeksiyonunda-rutubete-dikkat-cigerlere-inebilir-3792253,"Bazı mantarların aslında insan florasının bir parçası olduğunu söyleyen Göğüs Hastalıkları Uzmanı Dr. Serpil Kuş, ""Mantarlar, tıpkı bakteriler ve virüsler gibi dışarıda bulunan mikron düzeyindeki boyutlardaki canlılardır aslında. Bunlar bazen koloniler oluşturarak görüntü hale gelebilir, çıplak gözle görebiliriz ama çoğunlukla göremediğimiz boyutlarda toprakta, havada hatta şu anda avuç içimizde sporları bulunan bir canlı türüdür. Aslında bazı mantarlar kendi floramızın bir parçasıdır. Tıpkı bakteriler gibi bulunması gereken bir şeydir. Ancak kişide bağışıklıkla ilgili bazı bozukluklar olduğunda HIV, AIDS, kanser, kemoterapi, lösemiler gibi durumlarda ya da kontrol edilemeyen durumlarda savunma hücreleri fonksiyonlarını yerine getiremediğinde bu mantarlar hava yoluyla bizim akciğerlerimize yerleşip ya da burnumuzun içerisindeki sinüslere yerleşip, bazen de kan yoluyla akciğerimizden tüm vücudumuza yayılarak bazı enfeksiyonlara sebep olabilirler"" dedi. Uzm. Dr. Kuş, tedaviye rağmen iyileşmeyen durumların mantar enfeksiyonunu düşündürdüğünü söyleyerek, ""Aslında sadece mantarda olur dediğimiz bir akciğer enfeksiyonu durumu yoktur. Aynı diğer enfeksiyonlar gibi geçmeyen öksürükler, balgam, balgamda bazen belki siyahlık ya da çok beyaz pamukçuk benzeri bir görüntünün oluşması, aralıklı ateş atakları, mevcut antibiyo terapiye rağmen düzelmeyen bir enfeksiyon kliniği olabilir. Çünkü antibiyotikler biliyorsunuz ki bakteriler içindir. Mantarlar için de antifungal, anti mantar ilaçlarının kullanılması gerekmektedir. Hastanın kliniğinin bu şekilde tedaviye rağmen kötüleşmesi, altta da özellikle bir bağışıklık yetmezliği durumu varsa bizi mantar enfeksiyonu konusunda düşündürmelidir"" ifadelerini kullandı."
saglik,Felçli hasta sedyeyle geldiği hastaneden yürüyerek çıktı,https://www.haberturk.com/felcli-hasta-sedyeyle-geldigi-hastaneden-yuruyerek-cikti-3792235,"Nevşehir'in şifalı termal kaplıcalarıyla ünlü ilçesi Kozaklı'da bulunan hastanede, A ve C grubu şifalı sulara sahip termal kaynakların yanı sıra robotik yürüme cihazları ile egzersiz ve terapi alanlarıyla hastalara hizmet sunuluyor. Yaklaşık 3 yıl önce Kayseri'de yaşadığı rahatsızlık sonucu felç kalan Yıldız, yılın belirli dönemlerinde tedavi gördüğü hastanenin koridorlarında yeniden adım atmanın heyecanını yaşadı. Metin Yıldız, rahatsızlanmadan önce amatör olarak voleybol, futbol ve masa tenisi sporuyla ilgilendiğini söyledi. Yaşadığı sağlık sorununun ardından yeniden eski günlerine dönmenin hayalini bile kuramadığını anlatan Yıldız, tedavi sürecinin ardından hayata mutlu gözlerle bakabildiğini dile getirdi. Üst düzey teknolojik imkanları kendileri ve tüm hastalar için seferber eden devlete teşekkür eden Yıldız, şunları kaydetti: ""Sporcuydum, sağlıklı bir insan olduğumu düşünüyordum. Erciyes Üniversitesi Tıp Fakültesi Hastanesi'nde 9 gün yoğun bakımda tedavi görüp taburcu oldum. Evde kaldığım süreçte fizyoterapistten destek alıyordum. Sedyeyle gidiyordum. Sonra burayı tavsiye ettiler. Buradan memnunum, güzel hizmet veriyorlar. Bire bir yakından ilgileniyorlar. Buraya sedyeyle geldikten 6 ay sonra tekerlekli sandalyeye, 6 ay sonra da bastona geçtim. Şimdi ihtiyaçlarımı kendim karşılayabiliyorum. Tansiyonum olduğu için termal havuzlara giremedim ama buradaki tüm cihazlarla hizmet verdiler. Buraya ilk geldiğimde ümitsizdim. 'Yatakta oturmak bile bana yeter' diyordum ama bu hale geldik. Daha da iyi olacağıma inanıyorum. Ziyaretime gelenler ayaklarıma iğne batırırdı, hiç hissetmezdim. Yakınlarım iyileşmiş olmama çok şaşırdı."""
saglik,Ambulans uçak karaciğer yetmezliği olan 2 yaşındaki çocuk için havalandı,https://www.haberturk.com/ambulans-ucak-karaciger-yetmezligi-olan-2-yasindaki-cocuk-icin-havalandi-3792202,"Patnos Devlet Hastanesine sarılık belirtisiyle başvuran Yunus Emre, burada yapılan muayene ve tetkiklerin ardından karaciğer yetmezliği teşhisiyle Ağrı Eğitim ve Araştırma Hastanesi Çocuk Yoğun Bakım Ünitesine nakledildi. Uzman hekimlerce yapılan değerlendirmede, çocuğun karaciğer nakli gerektirdiği belirlendi. Ağrı İl Sağlık Müdürlüğünün koordinasyonunda yürütülen çalışmalar sonucu, Yunus Emre’ye annesinden karaciğer nakli yapılmasına karar verildi. Sağlık Bakanlığı tarafından hızla devreye girilerek Ağrı’ya bir ambulans uçak gönderildi. Hastaneden ambulansla Ağrı Ahmed-i Hani Havalimanı'na ulaştırılan minik hasta, burada bekleyen ambulans uçağa alındı. Sağlık ekiplerinin eşlik ettiği Yunus Emre, başarılı şekilde Ankara Hacettepe Üniversitesi Tıp Fakültesi Hastanesi’ne nakledildi. Konuya ilişkin açıklama yapan Ağrı İl Sağlık Müdürü Doç. Dr. Esra Beşer, süreci yakından takip eden sağlık personeline teşekkür ederek, ""Sağlık Bakanlığımızın destekleriyle bir çocuğumuzun hayatına umut olmanın gururunu yaşıyoruz. Bu tür durumlarda hızlı ve koordineli hareket etmenin ne kadar önemli olduğunu bir kez daha gördük. Tüm sağlık ekibimize, sağlık çalışanlarımıza ve Bakanlığımıza teşekkür ediyorum."" ifadelerini kullandı."
saglik,"Sağlık Bakanlığı ""annelik"" yolculuğunu dijital platforma taşıdı",https://www.haberturk.com/saglik-bakanligi-annelik-yolculugunu-dijital-platforma-tasidi-3792181,"Sağlık Bakanlığınca, anne ve baba adaylarının gebelik ve çocuk gelişimi süreçlerinde doğru ve güvenilir bilgiye kolayca ulaşabilmesini sağlamak amacıyla geliştirilen ""Annelik Yolculuğu"" isimli mobil uygulama, gelecek hafta itibarıyla tüm dijital mağazalarda ücretsiz erişime açılacak. Sağlığın Geliştirilmesi Genel Müdürü Doç. Dr. Muhammed Atak, uygulamanın ""Sağlıklı Türkiye"" hedefi doğrultusunda hayata geçirildiğini belirterek, ""Çocuk ve anne sağlığı bizim en çok önemsediğimiz konuların başında geliyor. Gebelik sürecini de doğru ve teyit edilmiş bilgilerin de olduğu bir platformdan anne adaylarının ulaşabileceği bir bilgi platformunun oluşturulması önem arz ediyordu"" dedi. Anne adaylarının gebelik süreci başladığı andan itibaren nasıl değişim yolculuğu yaşayacaklarını öğrenmeleri ve takip edimlerine yönelik bilgi platformunun oluşturulduğunu anlatan Atak, ""Annelerimiz sadece kendileriyle değil bebekleriyle ilgili gelişimleri de 9 aylık süre içerisinde hafta hafta takip edebilecekler"" bilgisini verdi. Atak, dijital ortamdaki uygulamada doğum sonrasındaki lohusalık döneminde nasıl süreç yaşanacağına dair bilgilerin yer alacağını ifade ederek, ""Bebek doğduktan sonra da süreci bitirmiyoruz, 2 yaşına kadarki süreçte de annenin takip etmesi süreci hususunda emzirme, anne sütü, aşılama, izlemler, taramalar çocuğun gelişim seyrini bu platformda sunmuş olduk"" açıklamasını yaptı."
saglik,Bor madeninden yüksek koruyuculuğa sahip cerrahi maske üretildi,https://www.haberturk.com/bor-madeninden-yuksek-koruyuculuga-sahip-cerrahi-maske-uretildi-3792160,"Bolu Abant İzzet Baysal Üniversitesi (BAİBÜ) akademisyenleri, bor madeninden yüksek koruyuculuğa sahip, konforlu kullanım sunan cerrahi maske geliştirdi. Hastane ve sanayide kullanılmak üzere muadillerine göre daha yüksek koruyuculuğa sahip, kullanım konforu sunan cerrahi maske geliştirmek isteyen Sağlık Bilimleri Fakültesi akademisyenleri proje hazırladı. Türkiye Sağlık Enstitüleri Başkanlığının desteğiyle 2023 yılında hayata geçirilen proje kapsamında, bor madeninden maske üretilmesi için Isparta Süleyman Demirel Üniversitesinden tekstil mühendisliği ile Bolu Abant İzzet Baysal Üniversitesinden kimya, hemşirelik ve mikrobiyoloji bölümlerinde görevli akademisyenlerden destek alındı. Yürütücülüğünü Prof. Dr. Arzu Özcan İlçe'nin yaptığı projede, Prof. Dr. Cevher Altuğ, Prof. Dr. Sibel Kaplan, Dr. Öğr. Üyesi Ganime Esra Soysal, öğretim görevlileri Şeyda Karabörk ve Sanaz Lakestani Sarkarati yer aldı. Çalışmalar sonucu, ""aktif karbonlu yüksek filtrasyonlu bor maske (AK-B-MASK)"" ve ""yüksek filtrasyonlu bor maske (B-MASK)"" ismi verilen iki tür maske üretildi. BAİBÜ Bilimsel Endüstriyel ve Teknolojik Uygulama ve Araştırma Merkezi'nde testleri yapılan maskelerin, muadillerine göre kimyasal kirleticiler ile bakteri ve virüslere karşı daha yüksek filtreleme sağladığı belirlendi."
saglik,Mehmetçiğin gıda sağlığı GKAM laboratuvarlarına emanet,https://www.haberturk.com/mehmetcigin-gida-sagligi-gkam-laboratuvarlarina-emanet-haberler-3792144,"Türk Silahlı Kuvvetlerinin (TSK) Bursa, Yalova, Balıkesir, Eskişehir, Kütahya, Sakarya, Kocaeli ve Bilecik'te konuşlu birlikleri için satın alınan her türlü gıda ürünü, Gemlik Askeri Veteriner Okulu ve Eğitim Merkezine bağlı Gıda Kontrol ve Araştırma Merkezi (GKAM) Başkanlığı laboratuvarlarında inceleniyor. Toplu beslenme sisteminin uygulandığı TSK'da, personelin tükettiği ürünleri önceden denetleme görevini GKAM Başkanlığı yerine getiriyor. GKAM Başkanlığına Bursa, Yalova, Balıkesir, Eskişehir, Kütahya, Sakarya, Kocaeli ve Bilecik'te bulunan askeri birliklerden gönderilen gıda ve içeceklerin numuneleri, fiziksel, kimyasal ve biyolojik tehditlere karşı çok sayıda test ve analize tabi tutuluyor. Söz konusu 8 ildeki 70 birlik, karargah ve kurumlardan gönderilen numunelerin sonuçları titizlikle değerlendiriliyor. Her biri farklı alanda uzman personelle analiz yapılması için kurulmuş laboratuvarlarda bilimsel araştırma ve geliştirme faaliyetleri de yürütülüyor. Gıda ve içeceklerin tedarikinden, tüketimine kadar tüm aşamalarda sağlık ve beslenme kurallarına göre işlenmeleri, saklanmaları ve tüketilebilmeleri için alınan tedbirlerin kontrolleri de yapılıyor."
saglik,Giresun'dan dünya tıbbına yeni tanı: Karadeniz Sendromu,https://www.haberturk.com/giresun-dan-dunya-tibbina-yeni-tani-karadeniz-sendromu-haberler-3792133,"Gastroenteroloji Anabilim Dalı Başkanı Prof. Dr. Ahmet Cumhur Dülger, yaptığı açıklamada, genetik kökenli Polikistik Karaciğer Hastalığı ile birlikte ülseratif kolit ve Crohn hastalığı gibi inflamatuvar bağırsak hastalıklarının aynı hastada birlikte görülmesinin, dünya tıp literatüründe ilk kez tanımlandığını belirtti. Prof. Dr. Dülger, ""Giresunlu ve Ordulu iki ayrı kadın hastada daha önce hiç rapor edilmemiş olan bu üçlü hastalık birlikteliğini saptadık. Tespitimizi bilimsel temellere oturtarak uluslararası literatüre sunduk. Tanımladığımız bu yeni klinik tabloyu, hastaların memleketlerinden esinlenerek ‘Karadeniz Sendromu' olarak adlandırdık. Yaklaşık bir ay içinde bu vakaları topladık, tedavi planlarını oluşturduk, tanısal doğrulamaları yaptık ve sonuçlarını uluslararası inflamatuvar bağırsak hastalıkları kongresinde sunduk ve kabul edildi. Bu kombinasyon daha önce dünyada hiç tanımlanmamıştı"" dedi. Polikistik karaciğer hastalığının genetik kökenli ve ilerleyen evrelerde karaciğer nakli gerektirebilen bir hastalık olduğunu vurgulayan Prof. Dr. Dülger, ""İnflamatuvar bağırsak hastalıklarında kullanılan ilaçların polikistik karaciğer hastalığı üzerindeki etkisi bugüne kadar bilinmiyordu. Bu iki durumun eş zamanlı görüldüğü vakalarda uyguladığımız tedavilerin karaciğere olumsuz bir etkisi olmadığını gözlemledik. Böylece tedaviye ilişkin literatüre yeni ve güvenli bir bakış açısı kazandırmış olduk""dedi."
saglik,"Kanser taramasını 8 yıldır yaptıran öğretmen, dördüncü kontrolündeki erken teşhisle sağlığına kavuştu",https://www.haberturk.com/kanser-taramasini-8-yildir-yaptiran-ogretmen-dorduncu-kontrolundeki-erken-teshisle-sagligina-kavustu-3793674,"Mesleğini İstanbul'un ardından son 2 yıldır Trabzon'da sürdüren 48 yaşındaki Yazıcı, 2016'dan bu yana meme kanserine karşı rutin kontrollerini aksatmadan sürdürdü. Yaklaşık 1,5 yıl önce farklı tedavi için Ortahisar İlçe Sağlık Müdürlüğü bünyesindeki Fatih Sağlıklı Hayat Merkezi'ne giden Yazıcı, muayene odasının kapısındaki mamografi testine yönelik hazırlanan afişi fark etti. Daha önce üç kez yaptırdığı testin dördüncüsünü de yaptıran Yazıcı, meme kanseri olduğunu öğrendi. Yazıcı, erken teşhis sonrası başlayan kemoterapi ve ışın tedavisiyle sağlığına kavuştu. 25 yıllık Matematik Öğretmeni Yazıcı, iki yılda bir mamografi çekimi yaptırarak meme kanserine karşı tedbir aldığını söyledi. Fatih Sağlıklı Hayat Merkezi'ne geldiğinde doktor odasının kapısındaki ""ücretsiz ve randevusuz mamografi"" afişini gördüğünü dile getiren Yazıcı, sıra beklemeden mamografi çektirdiğini belirtti. Yazıcı, sonuçların ardından kendisine erken evre meme kanseri olduğu bilgisinin verildiğini ifade ederek, ""Mamografiyi çektirdikten sonra kitleyi fark ettim ama konduramadım. İnsan böyle bir hastalığı kendine konduramıyor. Daha sonra benim için randevu oluşturmuşlar ve ultrason için oraya yönlendirdiler. Orada anlaşıldı ve ben de anladım"" diye konuştu."
saglik,‘Süper görüş’ sağlayan kontakt lensler geliştirildi,https://www.haberturk.com/super-gorus-saglayan-kontakt-lensler-gelistirildi-3793638,"Bilimsel dergide yayımlanan bir makaleye göre; Çin Bilim ve Teknoloji Üniversitesi'nden Prof. Tian Xue liderliğindeki ekip, kızılötesi ışığı görünür ışığa dönüştüren kontakt lensler geliştirerek insanlara ‘süper görüş’ sağladı. Güç kaynağı gerektirmeyen bu şeffaf lenslerin, kullanıcıların aynı anda hem kızılötesi hem de görünür ışığı algılamasını sağlıyor ve göz kapakları kapalıyken kızılötesi görüşün daha net hale geldiği belirtiliyor. Yukarı dönüşüm nanopartikülleri kullanılarak üretilen lensler, yakın kızılötesi ışığı kırmızı, yeşil veya mavi ışığa çeviriyor. Fareler ve insanlarda test edilen lensler, Mors alfabesi benzeri sinyalleri algılama ve kızılötesi ışığın yönünü tespit edebiliyor. Bu yeni teknoloji lenslerin, renk körlüğüne çözüm sunabileceği ve güvenlik, şifreleme gibi alanlarda da kullanılabileceği kaydedildi."
teknoloji,Milyonlarca kullanıcı erişim sorunu yaşıyor:  X’e erişilemiyor,https://www.haberturk.com/twitter-coktu-mu-x-twitter-neden-acilmiyor-duzeldi-mi-24-mayis-twitter-ne-zaman-acilacak-3793715-teknoloji,"Sosyal medya platformu X’te (eski adıyla Twitter) yavaşlama ve erişim sorunu yaşanıyor. Çok sayıda kullanıcı, X’e giriş yapamadıklarını ve akışın yenilenmediğini belirterek erişim sorununu gündeme taşıdı. Downdetector verilerine göre kullanıcıların çoğu 15:00’ten itibaren X’e erişemediklerini bildirdi. X (Twitter) son 24 saat içinde rapor ettiği kesintiler: X' DE ERİŞİM SORUNU GİDERİLDİ Mİ? Erişim sorununun neden kaynaklandığı bilinmese de 17:00 itibariyle düzeldi."
teknoloji,Google Meet'e gerçek zamanlı sesli çeviri özelliği geldi,https://www.haberturk.com/google-meet-e-gercek-zamanli-sesli-ceviri-ozelligi-geldi-3793260-teknoloji,"Google I/O 2025 etkinliğinde yapay zeka ve yazılım odağındaki yeniliklerini paylaşan Google, günümüzün en popüler videolu görüşme araçları arasında yer alan Google Meet'e önemli bir özellik getirdiğini de duyurdu. Geçtiğimiz Ağustos ayında Google Meet'e yapay zeka destekli otomatik not alma özelliği eklenmişti. Bu kez ise çeviri konusunda önemli bir adım atan şirket, Google Meet'e gerçek zamanlı sesli çeviri özelliği getirdiğini paylaştı. Söz konusu özellik sayesinde Google Meet üzerinden gerçekleştirdiğiniz bir görüntülü görüşmede söyledikleriniz gerçek zamanlı olarak karşı tarafa kendi dilinde aktarılacak. Çeviri sonrasında ses, ton ve vurguların tamamen korunduğunu da ekleyelim. Gerçek zamanlı çeviri oldukça düşük bir gecikme ile gerçekleşiyor. Google tarafından paylaşılan bilgilere göre gecikmenin düşük olması birden fazla kişinin herhangi bir problem yaşamadan bu özelliği kullanabilmesine olanak tanıyor. Gerçek zamanlı çeviri özelliğinin kullanıldığı senaryolarda karşınızdaki kişi konuştuğunda, onun orijinal sesi üzerine çevrilmiş konuşma ekleniyor. Bu özelliğin temel amacı ise dil bariyerini tamamen ortadan kaldırmak."
teknoloji,Bakan Uraloğlu teknoloji devleriyle bir araya geldi,https://www.haberturk.com/bakan-uraloglu-teknoloji-devleriyle-bir-araya-geldi-3793176-teknoloji,"Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Çin temasları kapsamında Huawei ve ZTE yöneticileriyle bir araya geldi. Görüşmelerde Türkiye’nin 5G yol haritası, dijital altyapı çalışmaları, akıllı ulaşım sistemleri ve yerli üretim stratejileri üzerine kapsamlı değerlendirmeler yapıldı. Bakan Uraloğlu, “Hem Huawei hem ZTE ile dijital altyapı, teknoloji ve 5G konularında iş birliği potansiyelimizi değerlendirdik.” ifadelerini kullandı. Bakan Uraloğlu, Huawei Başkan Yardımcısı Bill Tang, Türkiye Genel Müdürü Kaya Shi ve beraberindeki heyet ile gerçekleştirdiği görüşmede, 5G teknolojileri ile akıllı ulaşım sistemlerinin entegrasyonunu ele aldı. Ziyaret kapsamında yapay zekâ destekli otonom sürüş teknolojilerini inceleyen, Bakan Uraloğlu “5G'yi devreye aldığımızda başta otonom sürüş olmak üzere ileri teknolojilerin günlük yaşamımıza entegrasyonunu hızlandıracağız.” açıklamasında bulundu. Bakan Uraloğlu, Çin ziyareti kapsamında ZTE yetkilileriyle de bir araya geldi. ZTE Yönetim Kurulu Başkanı Fang Rong ile gerçekleştirilen görüşme kapsamında Türkiye’nin 5G altyapı çalışmaları, yerli üretim kapasitesinin geliştirilmesi ve teknoloji iş birliklerinin artırılması konuları ele alındı."
teknoloji,TEKNOFEST ’e Eventex 2025’ten 4 Uluslararası Ödül,https://www.haberturk.com/teknofest-e-eventex-2025ten-4-uluslararasi-odul-3793103-teknoloji,"Dünya genelinde etkinlik ve deneyim tasarımı alanında prestijli ödül ve networking platformlarından biri olan Eventex Awards’ın bu yılki organizasyonunda, T3 Vakfı tarafından düzenlenen Dünyanın en büyük Havacılık, Uzay ve Teknoloji Festivali TEKNOFEST, dört farklı kategoride ödüle layık görüldü. Teknoloji Etkinliği kategorisinde Altın, Açık Alan Etkinliği ve Public Event kategorilerinde Gümüş, Festival kategorisinde ise Bronz ödül kazanan TEKNOFEST, uluslararası alandaki etkisini bir kez daha ortaya koydu. Öte yandan, 2009 yılından bu yana etkinlik dünyasının en iyilerini ödüllendiren uluslararası Eventex Awards’ta TEKNOFEST; FIFA ve Harley Davidson gibi küresel ölçekte tanınan organizasyonların da yarıştığı Açık Alan Etkinliği ve Public Event kategorilerinde Gümüş ödül alarak önemli bir başarıya imza attı. Genç nesillere ilham veren vizyonu ve küresel etkisiyle TEKNOFEST, Milli Teknoloji Hamlesi’nin taşıyıcısı olarak yenilikçi projeleri hayata geçirmeye, teknolojiye gönül veren milyonlarca gence yol göstermeye ve ülkemizin adını uluslararası arenada gururla temsil etmeye kararlılıkla devam ediyor."
teknoloji,"OpenAI, Apple'ın eski tasarımcısının girişimini satın alacak",https://www.haberturk.com/openai-apple-in-eski-tasarimcisinin-girisimini-satin-alacak-3792976-teknoloji,"OpenAI Üst Yöneticisi Sam Altman ve Jony Ive tarafından yapılan açıklamada, bilgisayarların artık görebilen, düşünebilen ve anlayabilen sistemlere dönüştüğü, buna rağmen deneyimlerin hala geleneksel ürünler ve ara yüzlerle şekillendiği aktarıldı. Açıklamada, Ive ve kurduğu LoveFrom kolektifinin, iki yıl önce Altman ve OpenAI ekibiyle işbirliği yapmaya başladığı belirtilerek, ilk fikirlerin zamanla somut tasarımlara dönüştüğü kaydedildi. Yeni bir ürün ailesi geliştirme, mühendisliğini yapma ve üretme niyetinin yeni bir şirkete olan ihtiyacı ortaya çıkardığı vurgulanan açıklamada, bu amaçla io'nun kurulduğu hatırlatıldı. Açıklamada, OpenAI ile birleşecek io'nun, artık şirketin araştırma ve mühendislik ekipleriyle birlikte çalışacağı ifade edildi. ABD basınında yer alan haberlerde, OpenAI'ın, io'yu yaklaşık 6,5 milyar dolar değerindeki anlaşmayla satın alacağı dile getirildi. *Haberin görselleri AA tarafından servis edilmiştir."
teknoloji,Rusya'da Apple'a LGBT propagandası gerekçesiyle para cezası,https://www.haberturk.com/rusya-dan-apple-a-lgbt-cezasi-3792356-teknoloji,"Apple aleyhine açılan dava, başkent Moskova'da görüldü. Apple'ın LGBT propagandası yaptığına karar veren mahkeme, Apple'ın 7,5 milyon ruble para cezası ödemesine hükmetti. Rusya'da, LGBT hareketi geçen yıl terörist ve aşırılıkçılar listesine dahil edilmişti."
teknoloji,"CEO Hulusi Acar, ""Büyük resimde Türkiye’de kalıcı olmakla ve geleceğe yatırım yapmakla ilgileniyoruz""",https://www.haberturk.com/turkiye-ye-yatirim-suruyor-3791329-teknoloji,".:MediaMarkt Türkiye, “Deneyim Şampiyonluğu” vizyonuyla perakende sektöründe dönüşüme öncülük ederken, Türkiye ekonomisine katkısını artırıyor. 2024 yılında 102 mağaza, 4.000 çalışan ve 8 milyon MediaMarkt Club üyesiyle sektör liderliğini sürdüren şirket, Avrupa’da Almanya’nın ardından en yüksek satış performansına sahip ikinci pazar konumuna yükseldi. MediaMarkt Türkiye CEO’su Hulusi Acar, 2025’te omnichannel deneyimi güçlendireceklerini ve Türkiye’ye yatırımlarını sürdüreceklerini belirtti. MediaMarktSaturn’ün 2024’te 22,4 milyar Euro. MediaMarkt Türkiye, bu başarıda önemli bir pay sahibi. Acar, Türkiye’nin Avrupa’daki 11 ülkeden 9’unu geride bırakarak Almanya’dan sonra ikinci büyük pazar olduğunu vurguladı. Çalışan bağlılığında da Avrupa birincisi olan MediaMarkt Türkiye, kazandığını ülkeye yatırım olarak döndürmeye devam ediyor. MediaMarkt Türkiye, ülkeye yatırımlarını hız kesmeden sürdürüyor. CEO Hulusi Acar, her bir mağazanın yaklaşık 1 milyon Euro’luk yatırım gerektirdiğini belirterek, “Büyük resimde Türkiye’de kalıcı olmakla ve geleceğe yatırım yapmakla ilgileniyoruz” dedi. Acar, 5-6 yeni mağaza açılışının yaklaşık 300 kişiye istihdam sağladığını, bu sayıya kargo ve güvenlik personellerinin de dahil olduğunu ifade etti."
teknoloji,Çin'den Ascend çiplerinin kullanımını ihracat kontrolü ihlali sayan ABD'ye tepki,https://www.haberturk.com/cin-den-ascend-ciplerinin-kullanimini-ihracat-kontrolu-ihlali-sayan-abd-ye-tepki-3791288-teknoloji,"Çin Ticaret Bakanlığı Sözcüsü Hı Yongçien, konuyla ilgili yaptığı açıklamada, ABD'nin bu kararının ihracat kontrollerini istismar ettiğini ve Çin'in çip ürünlerine temelsiz suçlamalarla yeni kısıtlamalar getirdiğini savundu. Kararın, Çin şirketlerinin meşru haklarına ve çıkarlarına ciddi zarar verdiğini ifade eden Sözcü Hı, bunun küresel yarı iletken tedarik zincirinin istikrarına büyük tehdit oluşturduğunu ve piyasa kuralları ile uluslararası ticaret düzenine zarar verdiğini vurguladı. Hı, ABD'nin kararının, iki ülke şirketleri arasında uzun dönemli karşılıklı faydaya dayalı sürdürülebilir işbirliğinin gelişimini olumsuz etkileyeceğini belirterek, Washington yönetimine yanlış uygulamayı derhal sonlandırma çağrısında bulundu. Çinli sözcü, ülke şirketlerinin meşru haklarını ve çıkarlarını korumak üzere kararlı tedbirler alacaklarını kaydetti. ABD Ticaret Bakanlığı Sanayi ve Güvenlik Bürosu (BIS), 13 Mayıs'ta yayınladığı yönergede, Çinli teknoloji şirketi Huawei'in Ascend çiplerinin dünyanın herhangi bir yerinde kullanımının ihracat kontrollerini ihlal edeceği uyarısında bulunmuştu."
